player_name,team,role,match_date,opponent,venue,fantasy_points
Reece Topley,MI,BOWL,2024-03-11,DC,Punjab Cricket Association Stadium,30.00454074853186
Reece Topley,MI,BOWL,2023-04-18,DC,Rajiv Gandhi International Stadium,60.95192256240334
Reece Topley,MI,BOWL,2024-04-03,RR,Arun Jaitley Stadium,57.86410805130017
Reece Topley,MI,BOWL,2024-05-24,GT,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,27.016636005430207
Reece Topley,MI,BOWL,2023-04-15,LSG,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,22.824196932605197
Reece Topley,MI,BOWL,2023-05-23,RR,Wankhede Stadium,26.09627087718323
Reece Topley,MI,BOWL,2023-05-07,GT,Sawai Mansingh Stadium,45.62519349988826
Reece Topley,MI,BOWL,2023-04-24,RR,Eden Gardens,53.99731223229897
Reece Topley,MI,BOWL,2024-03-13,PBKS,Narendra Modi Stadium,27.96761822958388
Reece Topley,MI,BOWL,2023-05-16,CSK,Punjab Cricket Association Stadium,58.91458560267051
Reece Topley,MI,BOWL,2024-04-21,GT,M. A. Chidambaram Stadium,50.41864516496179
Reece Topley,MI,BOWL,2024-05-11,LSG,Wankhede Stadium,9.056959240572489
Reece Topley,MI,BOWL,2024-05-17,SRH,Wankhede Stadium,38.85127756499238
Reece Topley,MI,BOWL,2024-04-11,PBKS,Wankhede Stadium,38.17182805795084
Reece Topley,MI,BOWL,2024-04-04,CSK,Arun Jaitley Stadium,44.14485178952406
Corbin Bosch,MI,AR,2024-05-06,RR,Wankhede Stadium,60.84306313391023
Corbin Bosch,MI,AR,2024-03-19,LSG,Wankhede Stadium,22.984358798461397
Corbin Bosch,MI,AR,2024-03-13,PBKS,Narendra Modi Stadium,36.749937150708895
Corbin Bosch,MI,AR,2024-04-05,SRH,Sawai Mansingh Stadium,31.83155784968926
Corbin Bosch,MI,AR,2024-03-29,LSG,Narendra Modi Stadium,17.44839117801791
Corbin Bosch,MI,AR,2024-05-24,DC,Narendra Modi Stadium,38.04766904309511
Corbin Bosch,MI,AR,2024-04-22,DC,Punjab Cricket Association Stadium,40.58480060262981
Corbin Bosch,MI,AR,2023-05-28,CSK,M. A. Chidambaram Stadium,41.406035017274625
Corbin Bosch,MI,AR,2024-05-23,RCB,M. Chinnaswamy Stadium,5.22570617627613
Corbin Bosch,MI,AR,2024-03-02,LSG,M. A. Chidambaram Stadium,15.677381912458268
Corbin Bosch,MI,AR,2023-04-25,GT,M. A. Chidambaram Stadium,18.723237700926024
Corbin Bosch,MI,AR,2023-04-28,KKR,Arun Jaitley Stadium,40.07793809748364
Corbin Bosch,MI,AR,2024-05-25,RR,Narendra Modi Stadium,41.40466035777923
Corbin Bosch,MI,AR,2023-05-13,PBKS,M. A. Chidambaram Stadium,28.451995918062387
Corbin Bosch,MI,AR,2024-03-16,CSK,Punjab Cricket Association Stadium,57.031933334760005
Corbin Bosch,MI,AR,2024-04-24,LSG,Rajiv Gandhi International Stadium,37.25883347111246
Corbin Bosch,MI,AR,2024-03-18,LSG,M. A. Chidambaram Stadium,41.850566474702575
Corbin Bosch,MI,AR,2023-04-12,RCB,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,30.449031128444048
Corbin Bosch,MI,AR,2024-04-20,KKR,Sawai Mansingh Stadium,11.187659111387218
Corbin Bosch,MI,AR,2024-03-29,CSK,Eden Gardens,36.92594120998599
Corbin Bosch,MI,AR,2023-05-06,CSK,Wankhede Stadium,17.96023857468401
Corbin Bosch,MI,AR,2024-05-28,RR,M. Chinnaswamy Stadium,28.835700864270834
Jasprit Bumrah,MI,BOWL,2024-03-05,DC,Punjab Cricket Association Stadium,97.21283207104644
Jasprit Bumrah,MI,BOWL,2024-05-14,RR,M. Chinnaswamy Stadium,35.758496842525304
Jasprit Bumrah,MI,BOWL,2023-05-28,LSG,Wankhede Stadium,56.739524802306285
Jasprit Bumrah,MI,BOWL,2024-03-26,RR,Arun Jaitley Stadium,51.553136492788525
Jasprit Bumrah,MI,BOWL,2024-05-25,RCB,Rajiv Gandhi International Stadium,71.24761133311348
Jasprit Bumrah,MI,BOWL,2024-03-02,RCB,Punjab Cricket Association Stadium,18.996068584117243
Jasprit Bumrah,MI,BOWL,2024-03-23,DC,Eden Gardens,41.67244318281644
Jasprit Bumrah,MI,BOWL,2024-05-17,CSK,Sawai Mansingh Stadium,70.0784549313056
Jasprit Bumrah,MI,BOWL,2023-05-29,DC,Arun Jaitley Stadium,47.00958448420253
Jasprit Bumrah,MI,BOWL,2024-03-25,GT,Rajiv Gandhi International Stadium,27.7503388404751
Jasprit Bumrah,MI,BOWL,2024-03-07,CSK,Wankhede Stadium,44.587972012278996
Jasprit Bumrah,MI,BOWL,2024-04-08,RR,Sawai Mansingh Stadium,26.549460744470593
Jasprit Bumrah,MI,BOWL,2023-04-02,RCB,Rajiv Gandhi International Stadium,55.26494092763762
Jasprit Bumrah,MI,BOWL,2024-04-21,LSG,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,48.41814764552258
Jasprit Bumrah,MI,BOWL,2023-04-03,DC,M. Chinnaswamy Stadium,49.33487367406491
Jasprit Bumrah,MI,BOWL,2024-04-16,SRH,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,60.63238597770822
Jasprit Bumrah,MI,BOWL,2023-05-28,RCB,Rajiv Gandhi International Stadium,72.89518848085794
Jasprit Bumrah,MI,BOWL,2024-03-22,RCB,Wankhede Stadium,49.862738023832065
Jasprit Bumrah,MI,BOWL,2023-04-17,PBKS,Narendra Modi Stadium,29.732995849988352
Jasprit Bumrah,MI,BOWL,2024-05-05,RR,Eden Gardens,59.6571803943439
Jasprit Bumrah,MI,BOWL,2024-04-20,CSK,Rajiv Gandhi International Stadium,52.29296224665922
Jasprit Bumrah,MI,BOWL,2024-04-01,RR,M. A. Chidambaram Stadium,61.32319139786338
Jasprit Bumrah,MI,BOWL,2023-04-05,PBKS,Punjab Cricket Association Stadium,65.9970242146447
Jasprit Bumrah,MI,BOWL,2023-05-25,RCB,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,40.81510028780327
Jasprit Bumrah,MI,BOWL,2023-04-17,DC,Narendra Modi Stadium,33.848634326773436
Jasprit Bumrah,MI,BOWL,2024-05-15,SRH,Wankhede Stadium,37.8071783876042
Jasprit Bumrah,MI,BOWL,2023-04-14,RCB,Wankhede Stadium,86.35279300733889
Jasprit Bumrah,MI,BOWL,2024-04-07,LSG,Sawai Mansingh Stadium,24.001698121360782
Trent Boult,MI,BOWL,2023-04-21,SRH,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,58.54749744590411
Trent Boult,MI,BOWL,2024-04-13,SRH,Rajiv Gandhi International Stadium,74.7793023117296
Trent Boult,MI,BOWL,2024-03-27,DC,Arun Jaitley Stadium,34.80290065601047
Trent Boult,MI,BOWL,2023-05-24,GT,Sawai Mansingh Stadium,16.70209606235012
Trent Boult,MI,BOWL,2024-04-22,GT,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,35.213039317300925
Trent Boult,MI,BOWL,2024-04-19,SRH,Sawai Mansingh Stadium,30.702760423527113
Trent Boult,MI,BOWL,2023-04-05,PBKS,M. A. Chidambaram Stadium,40.612216510443986
Trent Boult,MI,BOWL,2024-03-27,DC,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,62.58412768464506
Trent Boult,MI,BOWL,2024-04-12,DC,Sawai Mansingh Stadium,31.928813524726348
Trent Boult,MI,BOWL,2024-03-05,CSK,Eden Gardens,40.82883400274573
Trent Boult,MI,BOWL,2023-05-11,CSK,Wankhede Stadium,60.18638678540239
Trent Boult,MI,BOWL,2024-03-16,CSK,Wankhede Stadium,41.39547955362677
Trent Boult,MI,BOWL,2023-05-28,GT,M. A. Chidambaram Stadium,13.63437311038211
Trent Boult,MI,BOWL,2023-05-07,RR,Sawai Mansingh Stadium,24.568095111111127
Trent Boult,MI,BOWL,2024-05-08,CSK,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,46.54149103731134
Trent Boult,MI,BOWL,2024-03-11,CSK,Sawai Mansingh Stadium,43.95261296932947
Trent Boult,MI,BOWL,2023-04-09,PBKS,Eden Gardens,46.050083302498884
Trent Boult,MI,BOWL,2024-05-25,CSK,Punjab Cricket Association Stadium,69.25547837390363
Trent Boult,MI,BOWL,2023-04-17,DC,Arun Jaitley Stadium,29.894373539923276
Trent Boult,MI,BOWL,2024-04-13,SRH,Wankhede Stadium,52.99299863481609
Trent Boult,MI,BOWL,2023-04-01,PBKS,Arun Jaitley Stadium,80.87431741682622
Trent Boult,MI,BOWL,2023-05-10,RR,Narendra Modi Stadium,15.958331613166584
Trent Boult,MI,BOWL,2023-05-19,SRH,Sawai Mansingh Stadium,15.210477493460035
Trent Boult,MI,BOWL,2023-04-04,KKR,Arun Jaitley Stadium,27.8615570215823
Trent Boult,MI,BOWL,2024-05-14,PBKS,Rajiv Gandhi International Stadium,40.2567330811624
Trent Boult,MI,BOWL,2023-04-25,SRH,Eden Gardens,62.08908578964385
Trent Boult,MI,BOWL,2023-05-21,DC,Sawai Mansingh Stadium,69.81601406999333
Suryakumar Yadav,MI,BAT,2023-05-24,GT,Wankhede Stadium,45.56243114117473
Suryakumar Yadav,MI,BAT,2023-04-14,CSK,M. A. Chidambaram Stadium,55.64740617722963
Suryakumar Yadav,MI,BAT,2024-04-19,GT,Narendra Modi Stadium,72.70280465334011
Suryakumar Yadav,MI,BAT,2024-05-23,DC,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,64.3166845841471
Suryakumar Yadav,MI,BAT,2023-04-09,GT,Punjab Cricket Association Stadium,38.087497518202
Suryakumar Yadav,MI,BAT,2023-05-20,RR,Narendra Modi Stadium,37.24725224718512
Suryakumar Yadav,MI,BAT,2024-04-26,CSK,Punjab Cricket Association Stadium,55.75128908289181
Suryakumar Yadav,MI,BAT,2024-05-15,GT,M. A. Chidambaram Stadium,53.56884528694483
Suryakumar Yadav,MI,BAT,2023-05-16,DC,Sawai Mansingh Stadium,43.665328613490345
Suryakumar Yadav,MI,BAT,2023-04-09,LSG,M. Chinnaswamy Stadium,11.520181008822131
Suryakumar Yadav,MI,BAT,2024-03-21,SRH,Punjab Cricket Association Stadium,31.222203012536216
Suryakumar Yadav,MI,BAT,2024-03-06,CSK,Eden Gardens,46.76894047763568
Suryakumar Yadav,MI,BAT,2023-05-02,LSG,Arun Jaitley Stadium,60.59711089359479
Suryakumar Yadav,MI,BAT,2024-04-20,RCB,Rajiv Gandhi International Stadium,65.37684892973522
Suryakumar Yadav,MI,BAT,2024-04-12,KKR,M. Chinnaswamy Stadium,34.73944102099417
Suryakumar Yadav,MI,BAT,2024-05-11,RCB,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,50.97580934122426
Suryakumar Yadav,MI,BAT,2024-03-01,RCB,Wankhede Stadium,36.6159633650289
Suryakumar Yadav,MI,BAT,2023-04-26,KKR,Sawai Mansingh Stadium,7.59020372023185
Suryakumar Yadav,MI,BAT,2024-04-19,RR,Eden Gardens,14.369890975434629
Suryakumar Yadav,MI,BAT,2024-04-20,LSG,M. A. Chidambaram Stadium,56.74416011897497
Suryakumar Yadav,MI,BAT,2023-05-16,DC,M. A. Chidambaram Stadium,51.29218239735016
Suryakumar Yadav,MI,BAT,2023-04-27,LSG,Eden Gardens,68.04824304851431
Suryakumar Yadav,MI,BAT,2024-04-18,DC,M. Chinnaswamy Stadium,38.254416153369085
Suryakumar Yadav,MI,BAT,2024-04-25,PBKS,Narendra Modi Stadium,10.197910728969052
Suryakumar Yadav,MI,BAT,2024-03-16,DC,Rajiv Gandhi International Stadium,53.79250066372232
Suryakumar Yadav,MI,BAT,2023-05-04,RR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,42.34829267717981
Suryakumar Yadav,MI,BAT,2023-05-14,RR,Eden Gardens,37.30327705729273
Suryakumar Yadav,MI,BAT,2024-04-21,CSK,Sawai Mansingh Stadium,61.93320162998506
Deepak Chahar,MI,BOWL,2024-05-01,RR,Narendra Modi Stadium,31.951517224692964
Deepak Chahar,MI,BOWL,2023-04-12,RCB,Wankhede Stadium,56.39306446022302
Deepak Chahar,MI,BOWL,2024-03-05,RCB,Rajiv Gandhi International Stadium,44.8233711361879
Deepak Chahar,MI,BOWL,2023-04-08,RR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,66.3369288499331
Deepak Chahar,MI,BOWL,2024-03-07,GT,Narendra Modi Stadium,53.74490187954122
Deepak Chahar,MI,BOWL,2024-03-12,PBKS,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,34.226600916267
Deepak Chahar,MI,BOWL,2024-05-09,SRH,Narendra Modi Stadium,58.170514383967344
Deepak Chahar,MI,BOWL,2024-05-25,RCB,Wankhede Stadium,57.832627348308975
Deepak Chahar,MI,BOWL,2023-04-17,KKR,M. A. Chidambaram Stadium,62.7390597238627
Deepak Chahar,MI,BOWL,2024-04-08,CSK,Sawai Mansingh Stadium,34.10514370753318
Deepak Chahar,MI,BOWL,2024-03-06,DC,Narendra Modi Stadium,33.368636276325674
Deepak Chahar,MI,BOWL,2023-05-14,RCB,M. A. Chidambaram Stadium,46.035455998648686
Deepak Chahar,MI,BOWL,2024-03-18,PBKS,M. A. Chidambaram Stadium,49.5404829533242
Deepak Chahar,MI,BOWL,2024-05-27,SRH,Sawai Mansingh Stadium,58.78536757337031
Deepak Chahar,MI,BOWL,2024-05-05,SRH,M. Chinnaswamy Stadium,55.44565710363849
Deepak Chahar,MI,BOWL,2024-04-05,DC,Punjab Cricket Association Stadium,32.23706050936704
Deepak Chahar,MI,BOWL,2024-05-12,PBKS,M. Chinnaswamy Stadium,64.1173328508506
Deepak Chahar,MI,BOWL,2023-05-18,LSG,Punjab Cricket Association Stadium,37.069295598749356
Deepak Chahar,MI,BOWL,2024-04-01,RR,Narendra Modi Stadium,31.155558396165812
Deepak Chahar,MI,BOWL,2024-04-04,DC,Rajiv Gandhi International Stadium,23.308354834367414
Deepak Chahar,MI,BOWL,2024-05-20,RCB,Rajiv Gandhi International Stadium,24.440012034789596
Deepak Chahar,MI,BOWL,2023-04-09,CSK,Rajiv Gandhi International Stadium,21.516699511487772
Deepak Chahar,MI,BOWL,2024-04-28,DC,Arun Jaitley Stadium,38.54317432269421
Deepak Chahar,MI,BOWL,2024-03-19,CSK,Eden Gardens,63.88909315517289
Deepak Chahar,MI,BOWL,2024-05-25,RCB,M. A. Chidambaram Stadium,56.588248702441305
Deepak Chahar,MI,BOWL,2024-03-17,SRH,Rajiv Gandhi International Stadium,37.19475723990346
Karn Sharma,MI,BOWL,2024-04-28,GT,M. Chinnaswamy Stadium,17.2028113505185
Karn Sharma,MI,BOWL,2024-04-22,RR,Wankhede Stadium,20.814267556281507
Karn Sharma,MI,BOWL,2024-05-21,SRH,Eden Gardens,19.071548703892276
Karn Sharma,MI,BOWL,2024-04-20,GT,Eden Gardens,19.753479058152337
Karn Sharma,MI,BOWL,2023-05-21,GT,Punjab Cricket Association Stadium,22.39639142443433
Karn Sharma,MI,BOWL,2024-03-16,KKR,Wankhede Stadium,38.38038201086086
Karn Sharma,MI,BOWL,2023-04-08,RR,M. Chinnaswamy Stadium,28.981776395872643
Karn Sharma,MI,BOWL,2024-03-11,SRH,M. Chinnaswamy Stadium,29.651594169554805
Karn Sharma,MI,BOWL,2023-04-05,KKR,M. A. Chidambaram Stadium,28.0335740466021
Karn Sharma,MI,BOWL,2024-05-07,KKR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,27.179188270046296
Karn Sharma,MI,BOWL,2024-05-17,DC,Punjab Cricket Association Stadium,18.641394723745886
Karn Sharma,MI,BOWL,2024-03-12,RR,Punjab Cricket Association Stadium,15.607496164303559
Karn Sharma,MI,BOWL,2023-05-21,LSG,Narendra Modi Stadium,26.808040205370066
Karn Sharma,MI,BOWL,2023-04-03,GT,M. Chinnaswamy Stadium,48.5777502633474
Karn Sharma,MI,BOWL,2023-04-15,CSK,Wankhede Stadium,17.220175136779982
Karn Sharma,MI,BOWL,2024-03-04,RCB,Eden Gardens,35.18531914842697
Karn Sharma,MI,BOWL,2024-05-22,CSK,Eden Gardens,32.09696172326817
Karn Sharma,MI,BOWL,2023-05-01,CSK,Rajiv Gandhi International Stadium,16.916174941422465
Karn Sharma,MI,BOWL,2024-03-21,CSK,M. Chinnaswamy Stadium,40.41307849236479
Karn Sharma,MI,BOWL,2024-05-18,PBKS,Arun Jaitley Stadium,32.369351265829486
Karn Sharma,MI,BOWL,2024-03-14,RCB,Rajiv Gandhi International Stadium,42.41284597616094
Karn Sharma,MI,BOWL,2024-04-06,PBKS,Eden Gardens,17.659349788822833
Karn Sharma,MI,BOWL,2024-04-02,LSG,M. A. Chidambaram Stadium,22.962938154530185
Rohit Sharma,MI,BAT,2023-04-02,RCB,Rajiv Gandhi International Stadium,33.720706459591426
Rohit Sharma,MI,BAT,2024-03-17,PBKS,Sawai Mansingh Stadium,48.66696780513254
Rohit Sharma,MI,BAT,2023-05-27,RR,Punjab Cricket Association Stadium,54.69357166269585
Rohit Sharma,MI,BAT,2023-04-29,KKR,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,72.85521181372023
Rohit Sharma,MI,BAT,2023-04-23,GT,Arun Jaitley Stadium,99.38274420479517
Rohit Sharma,MI,BAT,2023-04-18,GT,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,49.94959930993263
Rohit Sharma,MI,BAT,2024-03-21,KKR,Rajiv Gandhi International Stadium,12.922861631750008
Rohit Sharma,MI,BAT,2023-05-10,CSK,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,38.21141188245782
Rohit Sharma,MI,BAT,2024-05-03,RCB,M. A. Chidambaram Stadium,88.72516500415217
Rohit Sharma,MI,BAT,2024-04-23,PBKS,Arun Jaitley Stadium,66.0425669821729
Rohit Sharma,MI,BAT,2023-04-15,KKR,Narendra Modi Stadium,48.52028794495713
Rohit Sharma,MI,BAT,2024-04-30,CSK,Rajiv Gandhi International Stadium,40.26521876794879
Rohit Sharma,MI,BAT,2024-04-14,PBKS,Rajiv Gandhi International Stadium,8.446283470628831
Rohit Sharma,MI,BAT,2024-05-19,SRH,Arun Jaitley Stadium,45.69987354001644
Rohit Sharma,MI,BAT,2023-04-28,KKR,Eden Gardens,80.31433755810622
Rohit Sharma,MI,BAT,2024-03-06,DC,Arun Jaitley Stadium,30.554265661413854
Rohit Sharma,MI,BAT,2023-05-27,KKR,Sawai Mansingh Stadium,49.90242080716986
Rohit Sharma,MI,BAT,2024-04-12,CSK,Eden Gardens,54.189951917878346
Rohit Sharma,MI,BAT,2023-05-04,RR,Wankhede Stadium,13.015016011158549
Rohit Sharma,MI,BAT,2023-04-03,SRH,M. A. Chidambaram Stadium,40.11717664911901
Rohit Sharma,MI,BAT,2023-04-23,GT,Wankhede Stadium,31.77337845980643
Rohit Sharma,MI,BAT,2024-03-09,DC,Rajiv Gandhi International Stadium,7.882659645825204
Rohit Sharma,MI,BAT,2023-04-05,RCB,Sawai Mansingh Stadium,87.01133033393367
Rohit Sharma,MI,BAT,2023-05-30,KKR,Sawai Mansingh Stadium,44.253266381603474
Rohit Sharma,MI,BAT,2023-05-05,DC,M. Chinnaswamy Stadium,37.02707364088558
Rohit Sharma,MI,BAT,2024-03-23,LSG,M. A. Chidambaram Stadium,49.59407461154466
Rohit Sharma,MI,BAT,2024-04-11,SRH,M. A. Chidambaram Stadium,52.4707496966331
Rohit Sharma,MI,BAT,2023-05-06,SRH,M. Chinnaswamy Stadium,51.101213730761934
Musheer Khan,PBKS,AR,2023-05-06,CSK,Eden Gardens,54.33264075189826
Musheer Khan,PBKS,AR,2024-03-20,CSK,Eden Gardens,14.280323772258424
Musheer Khan,PBKS,AR,2024-05-09,SRH,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,30.502763167748398
Musheer Khan,PBKS,AR,2023-05-14,KKR,Rajiv Gandhi International Stadium,21.20928500355811
Musheer Khan,PBKS,AR,2023-04-09,DC,Narendra Modi Stadium,50.25674245134419
Musheer Khan,PBKS,AR,2024-04-15,KKR,Wankhede Stadium,12.83698117679427
Musheer Khan,PBKS,AR,2023-05-11,LSG,Narendra Modi Stadium,8.394453015891424
Musheer Khan,PBKS,AR,2023-05-27,SRH,Sawai Mansingh Stadium,41.845494366579615
Musheer Khan,PBKS,AR,2024-04-18,RR,M. A. Chidambaram Stadium,27.220752530239764
Musheer Khan,PBKS,AR,2023-04-08,DC,Wankhede Stadium,32.77102805415421
Musheer Khan,PBKS,AR,2024-03-04,MI,M. A. Chidambaram Stadium,7.4316384780277955
Musheer Khan,PBKS,AR,2023-05-23,RCB,Sawai Mansingh Stadium,49.740899679893104
Musheer Khan,PBKS,AR,2024-03-27,LSG,M. A. Chidambaram Stadium,38.822438503626735
Musheer Khan,PBKS,AR,2024-04-13,KKR,M. A. Chidambaram Stadium,43.11091056294042
Musheer Khan,PBKS,AR,2024-05-07,DC,Wankhede Stadium,21.442324748618695
Musheer Khan,PBKS,AR,2024-04-25,SRH,M. A. Chidambaram Stadium,19.8286712995867
Musheer Khan,PBKS,AR,2024-05-04,RCB,M. Chinnaswamy Stadium,24.540419661226505
Musheer Khan,PBKS,AR,2023-04-03,DC,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,13.466203495974423
Musheer Khan,PBKS,AR,2024-03-18,KKR,Wankhede Stadium,31.806508908135566
Musheer Khan,PBKS,AR,2024-04-30,RCB,Wankhede Stadium,20.24798257765476
Musheer Khan,PBKS,AR,2024-04-19,DC,M. Chinnaswamy Stadium,55.23320661260355
Musheer Khan,PBKS,AR,2023-04-30,MI,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,24.70286312806084
Harnoor Singh Pannu,PBKS,BAT,2024-04-30,CSK,Arun Jaitley Stadium,20.72198000327931
Harnoor Singh Pannu,PBKS,BAT,2024-03-27,RCB,M. Chinnaswamy Stadium,23.719678433106907
Harnoor Singh Pannu,PBKS,BAT,2023-05-23,CSK,Rajiv Gandhi International Stadium,16.226823494212677
Harnoor Singh Pannu,PBKS,BAT,2023-05-27,RR,Wankhede Stadium,4.5078658661905235
Harnoor Singh Pannu,PBKS,BAT,2024-04-25,DC,Sawai Mansingh Stadium,26.421779846173244
Harnoor Singh Pannu,PBKS,BAT,2023-04-01,CSK,Rajiv Gandhi International Stadium,17.778610741185798
Harnoor Singh Pannu,PBKS,BAT,2023-05-05,CSK,Eden Gardens,36.21975070340908
Harnoor Singh Pannu,PBKS,BAT,2023-04-10,MI,Narendra Modi Stadium,17.553662029238517
Harnoor Singh Pannu,PBKS,BAT,2024-03-02,LSG,M. A. Chidambaram Stadium,10.138270870430036
Harnoor Singh Pannu,PBKS,BAT,2023-05-18,GT,Rajiv Gandhi International Stadium,38.92351239603097
Harnoor Singh Pannu,PBKS,BAT,2024-03-30,GT,Arun Jaitley Stadium,29.759465444031605
Harnoor Singh Pannu,PBKS,BAT,2024-04-19,GT,Wankhede Stadium,20.26461462640176
Harnoor Singh Pannu,PBKS,BAT,2023-05-13,SRH,Punjab Cricket Association Stadium,35.15516770500602
Harnoor Singh Pannu,PBKS,BAT,2023-04-16,LSG,Sawai Mansingh Stadium,41.96876920807346
Harnoor Singh Pannu,PBKS,BAT,2023-04-01,RR,Arun Jaitley Stadium,48.11681955600724
Harnoor Singh Pannu,PBKS,BAT,2023-05-29,CSK,Punjab Cricket Association Stadium,29.930614943985244
Harnoor Singh Pannu,PBKS,BAT,2024-03-19,DC,Eden Gardens,12.933185040906178
Harnoor Singh Pannu,PBKS,BAT,2023-04-27,CSK,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,20.37788307868894
Harnoor Singh Pannu,PBKS,BAT,2024-05-18,MI,Sawai Mansingh Stadium,30.67494960961481
Harnoor Singh Pannu,PBKS,BAT,2023-05-08,RCB,Narendra Modi Stadium,26.864428541034723
Pyla Avinash,PBKS,BAT,2024-04-19,KKR,Narendra Modi Stadium,29.659222419324443
Pyla Avinash,PBKS,BAT,2023-04-20,MI,Sawai Mansingh Stadium,20.619893167129415
Pyla Avinash,PBKS,BAT,2024-05-21,RR,Wankhede Stadium,35.66964559005544
Pyla Avinash,PBKS,BAT,2024-03-16,LSG,M. A. Chidambaram Stadium,19.98726111550538
Pyla Avinash,PBKS,BAT,2024-03-04,RCB,M. A. Chidambaram Stadium,36.77296533411862
Pyla Avinash,PBKS,BAT,2023-05-14,GT,Eden Gardens,38.746238162491125
Pyla Avinash,PBKS,BAT,2024-04-19,MI,Arun Jaitley Stadium,10.621514533864122
Pyla Avinash,PBKS,BAT,2024-04-14,DC,Wankhede Stadium,42.07528169523985
Pyla Avinash,PBKS,BAT,2024-04-23,KKR,M. Chinnaswamy Stadium,27.94726685415765
Pyla Avinash,PBKS,BAT,2023-05-15,GT,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,26.9911640811288
Pyla Avinash,PBKS,BAT,2023-05-12,CSK,Rajiv Gandhi International Stadium,25.838769241352125
Pyla Avinash,PBKS,BAT,2024-04-01,CSK,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,23.041234444164843
Pyla Avinash,PBKS,BAT,2024-04-14,RR,Eden Gardens,33.92238775821687
Pyla Avinash,PBKS,BAT,2023-05-04,CSK,Arun Jaitley Stadium,30.00110860619489
Pyla Avinash,PBKS,BAT,2023-04-02,RCB,M. Chinnaswamy Stadium,23.52785939599648
Pyla Avinash,PBKS,BAT,2024-03-03,LSG,Eden Gardens,42.48681020865187
Pyla Avinash,PBKS,BAT,2024-03-11,RR,Punjab Cricket Association Stadium,19.823678104379248
Pyla Avinash,PBKS,BAT,2024-04-18,CSK,Sawai Mansingh Stadium,18.475496269345268
Pyla Avinash,PBKS,BAT,2023-05-23,SRH,Rajiv Gandhi International Stadium,19.742871616479338
Pyla Avinash,PBKS,BAT,2024-04-18,MI,Rajiv Gandhi International Stadium,38.19247672497548
Pyla Avinash,PBKS,BAT,2023-05-26,DC,Wankhede Stadium,30.230120152384345
Suryansh Shedge,PBKS,AR,2024-04-28,DC,M. Chinnaswamy Stadium,18.1854834786874
Suryansh Shedge,PBKS,AR,2023-05-21,MI,Punjab Cricket Association Stadium,23.967102998767405
Suryansh Shedge,PBKS,AR,2023-05-05,MI,Sawai Mansingh Stadium,14.580897121034207
Suryansh Shedge,PBKS,AR,2023-04-12,LSG,M. Chinnaswamy Stadium,51.121716953815074
Suryansh Shedge,PBKS,AR,2024-04-05,KKR,Punjab Cricket Association Stadium,13.375912699604225
Suryansh Shedge,PBKS,AR,2024-04-09,SRH,Wankhede Stadium,21.925320418219712
Suryansh Shedge,PBKS,AR,2024-04-06,LSG,Rajiv Gandhi International Stadium,30.257476492035195
Suryansh Shedge,PBKS,AR,2024-03-25,RR,Arun Jaitley Stadium,14.969724548596151
Suryansh Shedge,PBKS,AR,2023-05-13,GT,Rajiv Gandhi International Stadium,20.62383226453964
Suryansh Shedge,PBKS,AR,2024-03-02,CSK,Rajiv Gandhi International Stadium,23.70461959517666
Suryansh Shedge,PBKS,AR,2024-04-12,GT,Narendra Modi Stadium,4.508136671882121
Suryansh Shedge,PBKS,AR,2024-05-10,KKR,Rajiv Gandhi International Stadium,28.012620247714683
Suryansh Shedge,PBKS,AR,2023-05-06,MI,Eden Gardens,5.49092903237898
